year,rate
1960,32.8744271437271
1965,35.7366971889937
1970,33.5088573833136
1975,29.6004054861478
1980,27.2988549188975
1981,28.0662940242531
1982,27.943415762946
1983,27.6931338422058
1984,27.5259557581743
1985,27.1334951412879
1986,27.3084050494772
1987,27.2027597276025
1988,26.7014084683929
1989,26.1174389266812
1990,25.7505689623095
1991,25.0579652144253
1992,24.4306326461839
1993,24.0224773680592
1994,23.7252006104938
1995,23.2776792493624
1996,22.9548356380602
1997,22.6035586057711
1998,22.1551629982761
1999,21.7424533745801
2000,21.4924109720209
2001,21.1310509201987
2002,20.8569849998096
2003,20.6606060130815
2004,20.450598889163
2005,20.3180502456822
2006,20.169509641796
2007,20.0652569956395
2008,19.9839167959503
1960,48.202
1961,47.788
1962,47.226
1963,46.491
1964,45.591
1965,44.558
1966,43.447
1967,42.331
1968,41.27
1969,40.297
1970,39.414
1971,38.599
1972,37.821
1973,37.07
1974,36.367
1975,35.763
1976,35.322
1977,35.081
1978,35.054
1979,35.224
1980,35.573
1981,36.068
1982,36.633
1983,37.18
1984,37.632
1985,37.869
1986,37.773
1987,37.323
1988,36.547
1989,35.502
1990,34.323
1991,33.192
1992,32.263
1993,31.634
1994,31.328
1995,31.302
1996,31.453
1997,31.616
1998,31.655
1999,31.504
2000,31.113
2001,30.462
2002,29.612
2003,28.631
2004,27.563
2005,26.464
2006,25.391
2007,24.391
2008,23.508
1960,54.501
1961,54.516
1962,54.563
1963,54.645
1964,54.761
1965,54.914
1966,55.1
1967,55.31
1968,55.53
1969,55.749
1970,55.951
1971,56.119
1972,56.246
1973,56.329
1974,56.366
1975,56.365
1976,56.343
1977,56.314
1978,56.281
1979,56.24
1980,56.178
1981,56.079
1982,55.922
1983,55.688
1984,55.363
1985,54.934
1986,54.394
1987,53.747
1988,53.005
1989,52.174
1990,51.255
1991,50.25
1992,49.173
1993,48.043
1994,46.885
1995,45.719
1996,44.56
1997,43.427
1998,42.339
1999,41.322
2000,40.407
2001,39.624
2002,38.973
2003,38.445
2004,38.025
2005,37.686
2006,37.393
2007,37.107
2008,36.795
1960,42.267
1961,41.993
1962,41.61
1963,41.112
1964,40.52
1965,39.883
1966,39.268
1967,38.734
1968,38.317
1969,38.025
1970,37.837
1971,37.709
1972,37.58
1973,37.4
1974,37.153
1975,36.837
1976,36.467
1977,36.077
1978,35.687
1979,35.302
1980,34.919
1981,34.53
1982,34.119
1983,33.675
1984,33.192
1985,32.659
1986,32.066
1987,31.419
1988,30.729
1989,30.01
1990,29.28
1991,28.562
1992,27.874
1993,27.235
1994,26.658
1995,26.158
1996,25.745
1997,25.409
1998,25.132
1999,24.899
2000,24.684
2001,24.458
2002,24.199
2003,23.897
2004,23.55
2005,23.167
2006,22.77
2007,22.387
2008,22.038
1960,48.112
1961,48.323
1962,48.533
1963,48.734
1964,48.915
1965,49.061
1966,49.156
1967,49.195
1968,49.175
1969,49.097
1970,48.974
1971,48.821
1972,48.655
1973,48.486
1974,48.312
1975,48.117
1976,47.875
1977,47.57
1978,47.198
1979,46.768
1980,46.304
1981,45.837
1982,45.4
1983,45.019
1984,44.709
1985,44.473
1986,44.301
1987,44.174
1988,44.076
1989,44.005
1990,43.971
1991,43.989
1992,44.066
1993,44.199
1994,44.375
1995,44.57
1996,44.758
1997,44.914
1998,45.015
1999,45.048
2000,45.01
2001,44.907
2002,44.755
2003,44.566
2004,44.34
2005,44.067
2006,43.737
2007,43.341
2008,42.879
1960,48.178
1961,48.179
1962,48.148
1963,48.079
1964,47.977
1965,47.852
1966,47.724
1967,47.614
1968,47.536
1969,47.496
1970,47.5
1971,47.551
1972,47.633
1973,47.723
1974,47.799
1975,47.836
1976,47.811
1977,47.704
1978,47.497
1979,47.174
1980,46.712
1981,46.092
1982,45.327
1983,44.439
1984,43.454
1985,42.408
1986,41.341
1987,40.288
1988,39.28
1989,38.337
1990,37.463
1991,36.644
1992,35.856
1993,35.085
1994,34.333
1995,33.609
1996,32.927
1997,32.301
1998,31.746
1999,31.268
2000,30.876
2001,30.577
2002,30.361
2003,30.215
2004,30.123
2005,30.067
2006,30.027
2007,29.987
2008,29.93
